timestamp,station_id,state_code,alarm_code,rul_s,pressure,flow,power_kW,temperature,vibration,machine_state,t_abs_s
2025-09-13 09:59:06.695269,1,2,0,21600,601.096529240792,67.75038004261955,8.886257536614668,23.637246318798883,1.5668258179122665,2.0,0
2025-09-13 09:59:07.695269,1,2,0,21600,598.4211701831575,63.15757576123431,8.810401082464896,24.831559019927884,1.529881404489077,2.0,1
2025-09-13 09:59:08.695269,1,2,0,21600,600.6850703314351,64.42454957824944,9.407813467602171,26.2649252713931,1.297278973435957,2.0,2
2025-09-13 09:59:09.695269,1,2,0,21600,601.1529690204939,65.21250946072236,9.160625250301647,28.411041818063048,1.6010053730803044,2.0,3
2025-09-13 09:59:10.695269,1,2,0,21600,599.1070302421357,63.77644634706655,8.959975791359843,28.91270009934008,1.726303752383553,2.0,4
2025-09-13 09:59:11.695269,1,2,0,21600,600.2743280327782,65.3047960092425,9.17816439113964,30.1955394919246,1.5059956241542236,2.0,5
2025-09-13 09:59:12.695269,1,2,0,21600,598.7888386671876,68.02809960906009,9.233546459888329,31.212484761606014,1.5895978919524394,2.0,6
2025-09-13 09:59:13.695269,1,2,0,21600,602.6008543461202,66.12596632695951,9.15529568694574,31.868208659592188,1.529881404489077,2.0,7
2025-09-13 09:59:14.695269,1,2,0,21600,599.0314770515346,64.33445518906879,9.073036094104978,32.45262758996902,1.3955110474318602,2.0,8
2025-09-13 09:59:15.695269,1,2,0,21600,601.8665723524864,65.38779767644047,9.132234798899374,33.007435532402646,1.4772713531442572,2.0,9
2025-09-13 09:59:16.695269,1,2,0,21600,601.6242769498068,65.65838987002711,9.076255138761251,33.20988283126447,1.3772924212634654,2.0,10
2025-09-13 09:59:17.695269,1,2,0,21600,600.1278652779641,66.1013622156054,9.137329642591231,33.59875783295601,1.5585166226869596,2.0,11
2025-09-13 09:59:18.695269,1,2,0,21600,600.170698710254,64.28861306228853,8.795602473607003,33.97043565735684,1.3298226080783329,2.0,12
2025-09-13 09:59:19.695269,1,2,0,21600,602.0200286872506,66.61898299652303,9.097648008928148,34.10706483092687,1.7088418447679157,2.0,13
2025-09-13 09:59:20.695269,1,2,0,21600,599.9795307989098,64.36720238210778,9.06206765208927,34.74646478124876,1.3066294876249602,2.0,14
2025-09-13 09:59:21.695269,1,2,0,21600,598.463193233086,65.17731824421507,9.06206765208927,35.057271837851864,1.3492296495377811,2.0,15
2025-09-13 09:59:22.695269,1,2,0,21600,601.8432606026714,65.74745052538451,9.042853731604083,35.21243300517274,1.2569972722024338,2.0,16
2025-09-13 09:59:23.695269,1,2,0,21600,601.8339956476434,66.38116343246021,8.752306917413145,35.70822480290936,1.5388707832882202,2.0,17
2025-09-13 09:59:24.695269,1,2,0,21600,602.9366050357426,64.4452139202591,9.05609938271235,35.39337681482582,1.1330052037247689,2.0,18
2025-09-13 09:59:25.695269,1,2,0,21600,597.1677902519082,63.78713059001493,8.66422475840428,35.654012526571115,1.6941639670572792,2.0,19
2025-09-13 09:59:26.695269,1,2,0,21600,598.6413425160545,63.90909172736233,9.042853731604083,35.656290767421524,1.2918696879224074,2.0,20
2025-09-13 09:59:27.695269,1,2,0,21600,596.2323770975833,65.9240068639884,8.986916470513641,36.07758526821097,1.081995938439859,2.0,21
2025-09-13 09:59:28.695269,1,2,0,21600,604.9856870169658,66.9059331047548,8.717333864306212,36.49064846022487,1.6238279591358986,2.0,22
2025-09-13 09:59:29.695269,1,2,0,21600,597.6286794774467,66.44722849881023,8.838047848559981,37.05219556346714,1.516051248074846,2.0,23
2025-09-13 09:59:30.695269,1,2,0,21600,605.6762611201431,63.28600375888491,9.035742144379936,36.85413519988422,1.4149189600418697,2.0,24
2025-09-13 09:59:31.695269,1,2,0,21600,601.8276640350633,65.05801912947416,8.789693689987198,37.01343004011872,1.4660641331789566,2.0,25
